unique_ID,date,tank_ID,species,time_interval,sample_type,treatment,fate,infection_load_GE,
Ri8.1.7,04/07/17,Ri8,Ss,initial,swab,Ss + Bs,euthanased,0.034377524,
Ri8.1.8,04/07/17,Ri8,Ss,initial,swab,Ss + Bs,euthanased,0,
Ri8.1.9,04/07/17,Ri8,Ss,initial,swab,Ss + Bs,euthanased,0,
Ri9.1.1,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0,
Ri9.1.10,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0.019279735,
Ri9.1.2,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0.162920412,
Ri9.1.3,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0,
Ri9.1.4,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0,
Ri9.1.5,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0.001118515,
Ri9.1.6,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0.612064339,
Ri9.1.7,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0,
Ri9.1.8,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0,
Ri9.1.9,04/07/17,Ri9,Ss,initial,swab,Ss (control),euthanased,0,
SN.1.1,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
SN.1.10,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0.046468531,
SN.1.2,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0.118283387,
SN.1.3,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
SN.1.4,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
SN.1.5,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
SN.1.6,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0.247632749,
SN.1.7,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
SN.1.8,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
SN.1.9,04/07/17,SN,Ss,initial,swab,Ss + Bs + Hm,euthanased,0,
1.2.1,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.10,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.2,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.3,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.4,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.5,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.6,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.7,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.8,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
1.2.9,18/07/17,1,Ss,intermediate,swab,Ss (control),euthanased,0,
10.2.1,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.10,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.2,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.3,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.4,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.5,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.6,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.7,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
10.2.8,18/07/17,10,Ss,intermediate,swab,random,euthanased,0.068932814,
10.2.9,18/07/17,10,Ss,intermediate,swab,random,euthanased,0,
11.2.1,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.10,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.2,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.3,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.4,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.5,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.6,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.7,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.8,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
11.2.9,18/07/17,11,Ss,intermediate,swab,random,euthanased,0,
12.2.1,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.10,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.2,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.3,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.4,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.5,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.6,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.7,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.8,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
12.2.9,18/07/17,12,Ss,intermediate,swab,random,euthanased,0,
13.2.1,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
13.2.10,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
13.2.2,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
13.2.3,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
13.2.4,18/07/17,13,Ss,intermediate,swab,random,euthanased,1.40064925,
13.2.5,18/07/17,13,Ss,intermediate,swab,random,euthanased,0.177921578,
13.2.6,18/07/17,13,Ss,intermediate,swab,random,euthanased,0.211244486,
13.2.7,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
13.2.8,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
13.2.9,18/07/17,13,Ss,intermediate,swab,random,euthanased,0,
14.2.1,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.10,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.2,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.3,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.4,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.5,18/07/17,14,Ss,intermediate,swab,random,euthanased,0.099097928,
14.2.6,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.7,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.8,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
14.2.9,18/07/17,14,Ss,intermediate,swab,random,euthanased,0,
15.2.1,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0.142601421,
15.2.10,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.2,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.3,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.4,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.5,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.6,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.7,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,1.259072721,
15.2.8,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
15.2.9,18/07/17,15,Ss,intermediate,swab,Ss + Bs,euthanased,0,
16.2.1,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.10,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.2,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.3,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0.880114883,
16.2.4,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0.120026069,
16.2.5,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.6,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.7,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.8,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
16.2.9,18/07/17,16,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
17.2.1,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0,
17.2.10,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0,
17.2.2,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0.259602629,
17.2.3,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,4.519522786,
17.2.4,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0,
17.2.5,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0,
17.2.6,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0,
17.2.7,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,1.975614876,
17.2.8,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0.172200575,
17.2.9,18/07/17,17,Ss,intermediate,swab,Ss + Hm,euthanased,0,
18.2.1,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.10,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.2,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.3,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.4,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.5,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.6,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.7,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
18.2.8,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,1.919924766,
18.2.9,18/07/17,18,Ss,intermediate,swab,Ss + Bs,euthanased,0,
19.2.1,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.10,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.2,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.3,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.4,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.5,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.6,18/07/17,19,Ss,intermediate,swab,random,euthanased,1.151358485,
19.2.7,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
19.2.8,18/07/17,19,Ss,intermediate,swab,random,euthanased,0.474111401,
19.2.9,18/07/17,19,Ss,intermediate,swab,random,euthanased,0,
2.2.1,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.10,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.2,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.3,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.4,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.5,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.6,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.7,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
2.2.8,18/07/17,2,Ss,intermediate,swab,random,euthanased,0.08235951,
2.2.9,18/07/17,2,Ss,intermediate,swab,random,euthanased,0,
20.2.1,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.2,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.3,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.4,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.5,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0.715683401,
20.2.6,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.7,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.8,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
20.2.9,18/07/17,20,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
3.2.1,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.10,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.2,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.3,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0.246316716,
3.2.4,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.5,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.6,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.7,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.8,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
3.2.9,18/07/17,3,Ss,intermediate,swab,Ss + Hm,euthanased,0,
4.2.1,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.10,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.2,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.3,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.4,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.5,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.6,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.7,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.8,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
4.2.9,18/07/17,4,Ss,intermediate,swab,random,euthanased,0,
5.2.1,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0.104250312,
5.2.10,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0.113756415,
5.2.2,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.3,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.4,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.5,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.6,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.7,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.8,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
5.2.9,18/07/17,5,Ss,intermediate,swab,Ss + Hm,euthanased,0,
8.2.1,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.10,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.2,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.3,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.4,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.5,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.6,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.7,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.8,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
8.2.9,18/07/17,8,Ss,intermediate,swab,random,euthanased,0,
9.2.1,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.10,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.2,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.3,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.4,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.5,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0.330748148,
9.2.6,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.7,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0.103990212,
9.2.8,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
9.2.9,18/07/17,9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ao8.2.1,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.10,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.2,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.3,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.4,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.5,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0.216871276,
Ao8.2.6,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.7,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.8,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ao8.2.9,18/07/17,Ao8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri1.2.1,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.10,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.2,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.3,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0.895837545,
Ri1.2.4,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.5,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.6,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.7,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.8,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0,
Ri1.2.9,18/07/17,Ri1,Ss,intermediate,swab,random,euthanased,0.050621871,
Ri10.2.1,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0.032957941,
Ri10.2.10,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri10.2.2,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri10.2.3,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri10.2.4,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri10.2.5,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri10.2.6,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0.000645244,
Ri10.2.7,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0.013465025,
Ri10.2.8,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri10.2.9,18/07/17,Ri10,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri12.2.1,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.10,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.2,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.3,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.4,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.5,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.6,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.7,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.8,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri12.2.9,18/07/17,Ri12,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri13.2.1,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.10,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.2,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.3,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.4,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.5,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.6,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.7,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.8,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0,
Ri13.2.9,18/07/17,Ri13,Ss,intermediate,swab,random,euthanased,0.014733607,
Ri14.2.1,18/07/17,Ri14,Ss,intermediate,swab,random,euthanased,0,
Ri14.2.2,18/07/17,Ri14,Ss,intermediate,swab,random,euthanased,0,
Ri14.2.3,18/07/17,Ri14,Ss,intermediate,swab,random,euthanased,0,
Ri14.2.4,18/07/17,Ri14,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.1,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.10,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.2,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.3,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.4,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.5,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.6,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.7,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.8,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri15.2.9,18/07/17,Ri15,Ss,intermediate,swab,random,euthanased,0,
Ri16.2.1,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.10,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.2,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.3,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.4,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.5,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.6,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.7,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.8,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri16.2.9,18/07/17,Ri16,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri17.2.1,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.10,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.2,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.3,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.4,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.5,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0.082486784,
Ri17.2.6,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.7,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.8,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri17.2.9,18/07/17,Ri17,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri18.2.1,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.10,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.2,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.3,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.4,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.5,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0.056196428,
Ri18.2.6,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.7,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.8,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri18.2.9,18/07/17,Ri18,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
Ri2.2.1,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.10,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.2,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.3,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.4,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.5,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.6,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.7,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.8,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri2.2.9,18/07/17,Ri2,Ss,intermediate,swab,random,euthanased,0,
Ri4.2.1,18/07/17,Ri4,Ss,intermediate,swab,random,euthanased,0,
Ri4.2.2,18/07/17,Ri4,Ss,intermediate,swab,random,euthanased,0,
Ri4.2.3,18/07/17,Ri4,Ss,intermediate,swab,random,euthanased,0.103254914,
Ri4.2.4,18/07/17,Ri4,Ss,intermediate,swab,random,euthanased,0,
Ri4.2.5,18/07/17,Ri4,Ss,intermediate,swab,random,euthanased,0,
Ri4.2.6,18/07/17,Ri4,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.1,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.10,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.2,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.3,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.4,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.5,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0.353496894,
Ri5.2.6,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.7,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.8,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri5.2.9,18/07/17,Ri5,Ss,intermediate,swab,random,euthanased,0,
Ri6.2.1,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.2,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.3,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.4,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.5,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
