unique_ID,date,tank_ID,species,time_interval,sample_type,treatment,fate,infection_load_GE,
Ri6.2.6,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.7,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.8,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri6.2.9,18/07/17,Ri6,Ss,intermediate,swab,Ss + Hm,euthanased,0,
Ri7.2.1,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.10,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.2,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.3,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.4,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.5,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.6,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.7,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.8,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri7.2.9,18/07/17,Ri7,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri8.2.1,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.10,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.2,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.3,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.4,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.5,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0.370275825,
Ri8.2.6,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0.229886342,
Ri8.2.7,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.8,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0,
Ri8.2.9,18/07/17,Ri8,Ss,intermediate,swab,Ss + Bs,euthanased,0.258920733,
Ri9.2.1,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0.784057975,
Ri9.2.10,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri9.2.2,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,9,
Ri9.2.3,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri9.2.4,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0.02281358,
Ri9.2.5,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri9.2.6,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri9.2.7,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri9.2.8,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
Ri9.2.9,18/07/17,Ri9,Ss,intermediate,swab,Ss (control),euthanased,0,
SN.2.1,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.10,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.2,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.3,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.4,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0.704626665,
SN.2.5,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.6,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.7,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.8,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
SN.2.9,18/07/17,SN,Ss,intermediate,swab,Ss + Bs + Hm,euthanased,0,
10.Bs.mouth1,02/08/17,10,Bs,final,mouth,random,N/A,69.86915588,
10.Bs.mouth2,02/08/17,10,Bs,final,mouth,random,N/A,0,
10.Bs.mouth3,02/08/17,10,Bs,final,mouth,random,N/A,0.78439191,
10.Bs.toe1,02/08/17,10,Bs,final,toe,random,N/A,0,
11.Bs.mouth1,01/08/17,11,Bs,final,mouth,random,N/A,0,
11.Bs.mouth2,01/08/17,11,Bs,final,mouth,random,N/A,0,
11.Bs.tail1,01/08/17,11,Bs,final,tail,random,N/A,0.031185977,
11.Bs.toe1,01/08/17,11,Bs,final,toe,random,N/A,0,
12.Bs.mouth1,02/08/17,12,Bs,final,mouth,random,N/A,0,
12.Bs.mouth2,02/08/17,12,Bs,final,mouth,random,N/A,0,
12.Bs.mouth3,02/08/17,12,Bs,final,mouth,random,N/A,0,
12.Bs.mouth4,02/08/17,12,Bs,final,mouth,random,N/A,0,
13.Bs.mouth1,01/08/17,13,Bs,final,mouth,random,N/A,0,
13.Bs.mouth2,01/08/17,13,Bs,final,mouth,random,N/A,3.70844841,
13.Bs.mouth3,01/08/17,13,Bs,final,mouth,random,N/A,0,
13.Bs.mouth4,01/08/17,13,Bs,final,mouth,random,N/A,0,
13.Bs.mouth5,01/08/17,13,Bs,final,mouth,random,N/A,0,
13.Bs.mouth6,01/08/17,13,Bs,final,mouth,random,N/A,0,
13.Bs.tail1,01/08/17,13,Bs,final,tail,random,N/A,0,
13.Bs.tail2,01/08/17,13,Bs,final,tail,random,N/A,0,
13.Bs.tail3,01/08/17,13,Bs,final,tail,random,N/A,0,
14.Bs.mouth1,01/08/17,14,Bs,final,mouth,random,N/A,0,
14.Bs.mouth2,01/08/17,14,Bs,final,mouth,random,N/A,5.884333253,
14.Bs.mouth3,01/08/17,14,Bs,final,mouth,random,N/A,0,
14.Bs.mouth4,01/08/17,14,Bs,final,mouth,random,N/A,0,
14.Bs.mouth5,01/08/17,14,Bs,final,mouth,random,N/A,0,
15.Bs.mouth1,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0,
15.Bs.mouth2,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,6.16404891,
15.Bs.mouth3,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0,
15.Bs.mouth4,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0,
15.Bs.mouth5,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0,
15.Bs.mouth6,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0,
15.Bs.mouth7,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0,
15.Bs.mouth8,02/08/17,15,Bs,final,mouth,Ss + Bs,N/A,0.24008235,
15.Bs.tail1,02/08/17,15,Bs,final,tail,Ss + Bs,N/A,0,
15.Bs.toe1,02/08/17,15,Bs,final,toe,Ss + Bs,N/A,0,
15.Bs.toe2,02/08/17,15,Bs,final,toe,Ss + Bs,N/A,0,
16.Bs.mouth1,01/08/17,16,Bs,final,mouth,Ss + Bs + Hm,N/A,0.078926738,
16.Bs.mouth2,01/08/17,16,Bs,final,mouth,Ss + Bs + Hm,N/A,0.149363587,
16.Bs.mouth3,01/08/17,16,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
16.Bs.mouth4,01/08/17,16,Bs,final,mouth,Ss + Bs + Hm,N/A,67.02669144,
16.Bs.toe1,01/08/17,16,Bs,final,toe,Ss + Bs + Hm,N/A,0,
18.Bs.mouth1,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,0,
18.Bs.mouth2,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,0,
18.Bs.mouth3,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,0,
18.Bs.mouth4,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,0,
18.Bs.mouth5,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,12.56689072,
18.Bs.mouth6,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,49.1724968,
18.Bs.mouth7,01/08/17,18,Bs,final,mouth,Ss + Bs,N/A,0.239315517,
18.Bs.tail1,01/08/17,18,Bs,final,tail,Ss + Bs,N/A,0,
18.Bs.toe1,01/08/17,18,Bs,final,toe,Ss + Bs,N/A,0,
18.Bs.toe2,01/08/17,18,Bs,final,toe,Ss + Bs,N/A,0,
18.Bs.toe3,01/08/17,18,Bs,final,toe,Ss + Bs,N/A,0,
18.Bs.toe4,01/08/17,18,Bs,final,toe,Ss + Bs,N/A,0,
19.Bs.mouth1,02/08/17,19,Bs,final,mouth,random,N/A,0.979670659,
19.Bs.mouth2,02/08/17,19,Bs,final,mouth,random,N/A,241.6090584,
19.Bs.mouth3,02/08/17,19,Bs,final,mouth,random,N/A,3.086633682,
19.Bs.tail1,02/08/17,19,Bs,final,tail,random,N/A,0.030730574,
19.Bs.toe1,02/08/17,19,Bs,final,toe,random,N/A,0,
2.Bs.mouth1,01/08/17,2,Bs,final,mouth,random,N/A,0.020295514,
2.Bs.mouth2,01/08/17,2,Bs,final,mouth,random,N/A,0,
2.Bs.mouth3,01/08/17,2,Bs,final,mouth,random,N/A,0,
2.Bs.mouth4,01/08/17,2,Bs,final,mouth,random,N/A,0,
2.Bs.mouth5,01/08/17,2,Bs,final,mouth,random,N/A,0.0280066,
2.Bs.mouth6,01/08/17,2,Bs,final,mouth,random,N/A,0,
20.Bs.mouth1,02/08/17,20,Bs,final,mouth,Ss + Bs + Hm,N/A,10.54507732,
20.Bs.mouth2,02/08/17,20,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
20.Bs.mouth3,02/08/17,20,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
20.Bs.mouth4,02/08/17,20,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
20.Bs.tail1,02/08/17,20,Bs,final,tail,Ss + Bs + Hm,N/A,0,
4.Bs.mouth1,01/08/17,4,Bs,final,mouth,random,N/A,0,
4.Bs.mouth2,01/08/17,4,Bs,final,mouth,random,N/A,0,
4.Bs.mouth3,01/08/17,4,Bs,final,mouth,random,N/A,0,
4.Bs.mouth4,01/08/17,4,Bs,final,mouth,random,N/A,0.228683073,
4.Bs.mouth5,01/08/17,4,Bs,final,mouth,random,N/A,0,
4.Bs.mouth6,01/08/17,4,Bs,final,mouth,random,N/A,0,
4.Bs.toe1,01/08/17,4,Bs,final,toe,random,N/A,0,
4.Bs.toe2,01/08/17,4,Bs,final,toe,random,N/A,0,
4.Bs.toe3,01/08/17,4,Bs,final,toe,random,N/A,0.253781974,
4.Bs.toe4,01/08/17,4,Bs,final,toe,random,N/A,0,
4.Bs.toe5,01/08/17,4,Bs,final,toe,random,N/A,0,
8.Bs.toe1,02/08/17,8,Bs,final,toe,random,N/A,0,
8.Bs.toe2,02/08/17,8,Bs,final,toe,random,N/A,0,
8.Bs.toe3,02/08/17,8,Bs,final,toe,random,N/A,0.271354504,
Ao8.Bs.mouth1,01/08/17,Ao8,Bs,final,mouth,Ss + Bs,N/A,0,
Ao8.Bs.mouth2,01/08/17,Ao8,Bs,final,mouth,Ss + Bs,N/A,0,
Ao8.Bs.mouth3,01/08/17,Ao8,Bs,final,mouth,Ss + Bs,N/A,0,
Ao8.Bs.toe1,01/08/17,Ao8,Bs,final,toe,Ss + Bs,N/A,0,
Ao8.Bs.toe2,01/08/17,Ao8,Bs,final,toe,Ss + Bs,N/A,0,
Ri1.Bs.mouth1,01/08/17,Ri1,Bs,final,mouth,random,N/A,367.8524017,
Ri1.Bs.mouth2,01/08/17,Ri1,Bs,final,mouth,random,N/A,433.0954742,
Ri1.Bs.mouth3,01/08/17,Ri1,Bs,final,mouth,random,N/A,0.010151671,
Ri1.Bs.mouth4,01/08/17,Ri1,Bs,final,mouth,random,N/A,44.05138969,
Ri1.Bs.mouth5,01/08/17,Ri1,Bs,final,mouth,random,N/A,0,
Ri1.Bs.mouth6,01/08/17,Ri1,Bs,final,mouth,random,N/A,0,
Ri1.Bs.mouth7,01/08/17,Ri1,Bs,final,mouth,random,N/A,8.376395702,
Ri1.Bs.toe1,01/08/17,Ri1,Bs,final,toe,random,N/A,0,
Ri12.Bs.mouth1,01/08/17,Ri12,Bs,final,mouth,Ss + Bs + Hm,N/A,0.337481014,
Ri12.Bs.mouth2,01/08/17,Ri12,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri12.Bs.mouth3,01/08/17,Ri12,Bs,final,mouth,Ss + Bs + Hm,N/A,24.26069736,
Ri12.Bs.mouth4,01/08/17,Ri12,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri12.Bs.mouth5,01/08/17,Ri12,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri12.Bs.toe1,01/08/17,Ri12,Bs,final,toe,Ss + Bs + Hm,N/A,0,
Ri13.Bs.mouth1,01/08/17,Ri13,Bs,final,mouth,random,N/A,2.061203718,
Ri13.Bs.mouth2,01/08/17,Ri13,Bs,final,mouth,random,N/A,279.4903183,
Ri13.Bs.mouth3,01/08/17,Ri13,Bs,final,mouth,random,N/A,0.41870296,
Ri14.Bs.mouth1,02/08/17,Ri14,Bs,final,mouth,random,N/A,1437.468567,
Ri14.Bs.mouth2,02/08/17,Ri14,Bs,final,mouth,random,N/A,1.763903648,
Ri14.Bs.mouth3,02/08/17,Ri14,Bs,final,mouth,random,N/A,8.082280159,
Ri14.Bs.mouth4,02/08/17,Ri14,Bs,final,mouth,random,N/A,8.909293413,
Ri14.Bs.mouth5,02/08/17,Ri14,Bs,final,mouth,random,N/A,0.006001946,
Ri14.Bs.mouth6,02/08/17,Ri14,Bs,final,mouth,random,N/A,0,
Ri14.Bs.mouth7,02/08/17,Ri14,Bs,final,mouth,random,N/A,0.514255427,
Ri15.Bs.mouth1,01/08/17,Ri15,Bs,final,mouth,random,N/A,0,
Ri15.Bs.mouth2,01/08/17,Ri15,Bs,final,mouth,random,N/A,0.017292821,
Ri15.Bs.mouth3,01/08/17,Ri15,Bs,final,mouth,random,N/A,0,
Ri17.Bs.mouth1,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,1.218836382,
Ri17.Bs.mouth2,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,86.46867752,
Ri17.Bs.mouth3,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,0.132791763,
Ri17.Bs.mouth4,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,4.79788959,
Ri17.Bs.mouth5,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,0.029018531,
Ri17.Bs.mouth6,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,6.081340313,
Ri17.Bs.mouth7,02/08/17,Ri17,Bs,final,mouth,Ss + Bs,N/A,3.062580824,
Ri17.Bs.toe1,02/08/17,Ri17,Bs,final,toe,Ss + Bs,N/A,0,
Ri17.Bs.toe2,02/08/17,Ri17,Bs,final,toe,Ss + Bs,N/A,0,
Ri17.Bs.toe3,02/08/17,Ri17,Bs,final,toe,Ss + Bs,N/A,0,
Ri17.Bs.toe4,02/08/17,Ri17,Bs,final,toe,Ss + Bs,N/A,0,
Ri17.Bs.toe5,02/08/17,Ri17,Bs,final,toe,Ss + Bs,N/A,0,
Ri18.Bs.mouth1,02/08/17,Ri18,Bs,final,mouth,Ss + Bs + Hm,N/A,0.01311254,
Ri18.Bs.mouth2,02/08/17,Ri18,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Bs.mouth3,02/08/17,Ri18,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Bs.mouth4,02/08/17,Ri18,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Bs.mouth5,02/08/17,Ri18,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri18.Bs.mouth6,02/08/17,Ri18,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
Ri2.Bs.mouth1,01/08/17,Ri2,Bs,final,mouth,random,N/A,0,
Ri2.Bs.toe1,01/08/17,Ri2,Bs,final,toe,random,N/A,0,
Ri2.Bs.toe2,01/08/17,Ri2,Bs,final,toe,random,N/A,0,
Ri2.Bs.toe3,01/08/17,Ri2,Bs,final,toe,random,N/A,0,
Ri2.Bs.toe4,01/08/17,Ri2,Bs,final,toe,random,N/A,0.047980645,
Ri2.Bs.toe5,01/08/17,Ri2,Bs,final,toe,random,N/A,0,
Ri4.Bs.mouth1,02/08/17,Ri4,Bs,final,mouth,random,N/A,147.2830772,
Ri4.Bs.mouth2,02/08/17,Ri4,Bs,final,mouth,random,N/A,133.8799477,
Ri4.Bs.mouth3,02/08/17,Ri4,Bs,final,mouth,random,N/A,533.0147552,
Ri4.Bs.mouth4,02/08/17,Ri4,Bs,final,mouth,random,N/A,15.58158159,
Ri4.Bs.mouth5,02/08/17,Ri4,Bs,final,mouth,random,N/A,103.2433128,
Ri4.Bs.mouth6,02/08/17,Ri4,Bs,final,mouth,random,N/A,35.00914812,
Ri4.Bs.mouth7,02/08/17,Ri4,Bs,final,mouth,random,N/A,463.559494,
Ri4.Bs.mouth8,02/08/17,Ri4,Bs,final,mouth,random,N/A,53.01232815,
Ri4.Bs.mouth9,02/08/17,Ri4,Bs,final,mouth,random,N/A,51.53430939,
Ri5.Bs.mouth1,01/08/17,Ri5,Bs,final,mouth,random,N/A,0,
Ri5.Bs.mouth2,01/08/17,Ri5,Bs,final,mouth,random,N/A,0,
Ri5.Bs.mouth3,01/08/17,Ri5,Bs,final,mouth,random,N/A,0,
Ri8.Bs.mouth1,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth10,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth11,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth2,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth3,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth4,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth5,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth6,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth7,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth8,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.mouth9,02/08/17,Ri8,Bs,final,mouth,Ss + Bs,N/A,0,
Ri8.Bs.toe1,02/08/17,Ri8,Bs,final,toe,Ss + Bs,N/A,0,
SN.Bs.mouth1,02/08/17,SN,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
SN.Bs.mouth2,02/08/17,SN,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
SN.Bs.mouth3,02/08/17,SN,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
SN.Bs.mouth4,02/08/17,SN,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
SN.Bs.mouth5,02/08/17,SN,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
SN.Bs.mouth6,02/08/17,SN,Bs,final,mouth,Ss + Bs + Hm,N/A,0,
10.Hm.mouth1,02/08/17,10,Hm,final,mouth,random,N/A,0.072622923,
10.Hm.mouth2,02/08/17,10,Hm,final,mouth,random,N/A,0,
10.Hm.toe1,02/08/17,10,Hm,final,toe,random,N/A,0,
11.Hm.mouth1,01/08/17,11,Hm,final,mouth,random,N/A,0,
11.Hm.mouth2,01/08/17,11,Hm,final,mouth,random,N/A,0,
11.Hm.mouth3,01/08/17,11,Hm,final,mouth,random,N/A,0,
11.Hm.mouth4,01/08/17,11,Hm,final,mouth,random,N/A,0,
11.Hm.mouth5,01/08/17,11,Hm,final,mouth,random,N/A,315.717659,
11.Hm.mouth6,01/08/17,11,Hm,final,mouth,random,N/A,26.63610458,
11.Hm.mouth7,01/08/17,11,Hm,final,mouth,random,N/A,0,
11.Hm.mouth8,01/08/17,11,Hm,final,mouth,random,N/A,0,
12.Hm.mouth1,02/08/17,12,Hm,final,mouth,random,N/A,0,
12.Hm.mouth2,02/08/17,12,Hm,final,mouth,random,N/A,0,
13.Hm.mouth1,01/08/17,13,Hm,final,mouth,random,N/A,2.323490679,
13.Hm.mouth2,01/08/17,13,Hm,final,mouth,random,N/A,19.96296406,
13.Hm.toe1,01/08/17,13,Hm,final,toe,random,N/A,0,
14.Hm.mouth1,01/08/17,14,Hm,final,mouth,random,N/A,0,
14.Hm.mouth2,01/08/17,14,Hm,final,mouth,random,N/A,0,
14.Hm.mouth3,01/08/17,14,Hm,final,mouth,random,N/A,0,
14.Hm.mouth4,01/08/17,14,Hm,final,mouth,random,N/A,0.167770181,
16.Hm.mouth1,01/08/17,16,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
16.Hm.mouth2,01/08/17,16,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
16.Hm.mouth3,01/08/17,16,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
16.Hm.mouth4,01/08/17,16,Hm,final,mouth,Ss + Bs + Hm,N/A,368.7333679,
16.Hm.mouth5,01/08/17,16,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
16.Hm.mouth6,01/08/17,16,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
17.Hm.mouth1,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
17.Hm.mouth10,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
17.Hm.mouth2,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0.046499637,
17.Hm.mouth3,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
17.Hm.mouth4,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
17.Hm.mouth5,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,7.163401842,
17.Hm.mouth6,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
17.Hm.mouth7,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,12.87389636,
17.Hm.mouth8,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
17.Hm.mouth9,02/08/17,17,Hm,final,mouth,Ss + Hm,N/A,0,
19.Hm.mouth1,02/08/17,19,Hm,final,mouth,random,N/A,0,
19.Hm.mouth2,02/08/17,19,Hm,final,mouth,random,N/A,0.412215814,Hemorragias
2.Hm.mouth1,01/08/17,2,Hm,final,mouth,random,N/A,0,
2.Hm.mouth2,01/08/17,2,Hm,final,mouth,random,N/A,0,
2.Hm.mouth3,01/08/17,2,Hm,final,mouth,random,N/A,0.005190198,
20.Hm.mouth1,02/08/17,20,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
20.Hm.mouth2,02/08/17,20,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
20.Hm.mouth3,02/08/17,20,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
20.Hm.mouth4,02/08/17,20,Hm,final,mouth,Ss + Bs + Hm,N/A,0.148069896,
20.Hm.mouth5,02/08/17,20,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
20.Hm.mouth6,02/08/17,20,Hm,final,mouth,Ss + Bs + Hm,N/A,0,inflada como un bal†n
3.Hm.mouth1,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0.573102497,
3.Hm.mouth2,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0,
3.Hm.mouth3,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0,
3.Hm.mouth4,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0,
3.Hm.mouth5,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0,
3.Hm.mouth6,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0.015628135,
3.Hm.mouth7,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0.027862154,
3.Hm.mouth8,01/08/17,3,Hm,final,mouth,Ss + Hm,N/A,0.357598141,
3.Hm.toe1,01/08/17,3,Hm,final,toe,Ss + Hm,N/A,0,
4.Hm.dead1,01/08/17,4,Hm,final,dead,random,N/A,0,
4.Hm.mouth1,01/08/17,4,Hm,final,mouth,random,N/A,0,
4.Hm.mouth2,01/08/17,4,Hm,final,mouth,random,N/A,14.88577604,
4.Hm.mouth3,01/08/17,4,Hm,final,mouth,random,N/A,0,
5.Hm.mouth1,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
5.Hm.mouth2,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
5.Hm.mouth3,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
5.Hm.mouth4,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
5.Hm.mouth5,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
5.Hm.mouth6,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
5.Hm.mouth7,02/08/17,5,Hm,final,mouth,Ss + Hm,N/A,0,
8.Hm.mouth1,02/08/17,8,Hm,final,mouth,random,N/A,0,
8.Hm.mouth2,02/08/17,8,Hm,final,mouth,random,N/A,0,
8.Hm.toe1,02/08/17,8,Hm,final,toe,random,N/A,0,
Ri1.Hm.mouth1,01/08/17,Ri1,Hm,final,mouth,random,N/A,21.72519207,
Ri1.Hm.mouth2,01/08/17,Ri1,Hm,final,mouth,random,N/A,16.303581,
Ri1.Hm.mouth3,01/08/17,Ri1,Hm,final,mouth,random,N/A,0.991641879,
Ri1.Hm.mouth4,01/08/17,Ri1,Hm,final,mouth,random,N/A,3.036778867,
Ri10.Hm.mouth1,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,0.027618273,
Ri10.Hm.mouth10,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,10.78911066,
Ri10.Hm.mouth2,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,0.013498965,
Ri10.Hm.mouth3,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,14.80320454,
Ri10.Hm.mouth4,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,5.73439002,
Ri10.Hm.mouth5,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,15.41951895,
Ri10.Hm.mouth6,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,0.287646521,
Ri10.Hm.mouth7,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,0.015301022,
Ri10.Hm.mouth8,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,12.87910938,
Ri10.Hm.mouth9,02/08/17,Ri10,Hm,final,mouth,Ss + Hm,N/A,1.199324578,
Ri10.Hm.toe1,02/08/17,Ri10,Hm,final,toe,Ss + Hm,N/A,0,
Ri12.Hm.mouth1,01/08/17,Ri12,Hm,final,mouth,Ss + Bs + Hm,N/A,0,
Ri12.Hm.mouth2,01/08/17,Ri12,Hm,final,mouth,Ss + Bs + Hm,N/A,0.946712419,
Ri12.Hm.mouth3,01/08/17,Ri12,Hm,final,mouth,Ss + Bs + Hm,N/A,22.83542633,
Ri12.Hm.mouth4,01/08/17,Ri12,Hm,final,mouth,Ss + Bs + Hm,N/A,39.11120415,
Ri12.Hm.mouth5,01/08/17,Ri12,Hm,final,mouth,Ss + Bs + Hm,N/A,60.48233986,
Ri12.Hm.toe1,01/08/17,Ri12,Hm,final,toe,Ss + Bs + Hm,N/A,0,
